2019-10-17 23:12:19.500 [main] INFO  c.t.c.a.ComAopandannotationApplication - Starting ComAopandannotationApplication on ZHOUHENG-OS-LP with PID 1216 (C:\Users\zhouheng-os\IdeaProjects\com-java\com-aopandannotation\target\classes started by zhouheng-os in C:\Users\zhouheng-os\IdeaProjects\com-java)
2019-10-17 23:12:19.505 [main] INFO  c.t.c.a.ComAopandannotationApplication - No active profile set, falling back to default profiles: default
2019-10-17 23:12:19.596 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b410b60: startup date [Thu Oct 17 23:12:19 CST 2019]; root of context hierarchy
2019-10-17 23:12:19.776 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.3.4.Final
2019-10-17 23:12:21.098 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration' of type [org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-17 23:12:21.182 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'validator' of type [org.springframework.validation.beanvalidation.LocalValidatorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-10-17 23:12:22.355 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8082 (http)
2019-10-17 23:12:22.383 [main] INFO  org.apache.catalina.core.StandardService - Starting service Tomcat
2019-10-17 23:12:22.385 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.11
2019-10-17 23:12:22.578 [localhost-startStop-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-10-17 23:12:22.579 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2983 ms
2019-10-17 23:12:23.296 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-10-17 23:12:23.319 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2019-10-17 23:12:23.320 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2019-10-17 23:12:23.320 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2019-10-17 23:12:23.321 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2019-10-17 23:12:29.073 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/h5/]}" onto public int com.tujia.com.aopandannotation.controller.h5.H5Controller.getCount()
2019-10-17 23:12:29.076 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/h5/updateUser],methods=[POST],consumes=[application/json]}" onto public com.tujia.response.ResponseResult com.tujia.com.aopandannotation.controller.h5.H5Controller.updateUser(com.tujia.param.RequestParamterBase<com.tujia.com.dubbo.api.po.User>)
2019-10-17 23:12:29.076 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/h5/queryUser],methods=[GET]}" onto public com.tujia.response.ResponseResult com.tujia.com.aopandannotation.controller.h5.H5Controller.queryUser(java.lang.String)
2019-10-17 23:12:29.077 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/h5/createUser],methods=[POST],consumes=[application/json]}" onto public com.tujia.response.ResponseResult com.tujia.com.aopandannotation.controller.h5.H5Controller.createUser(com.tujia.param.RequestParamterBase<com.tujia.com.dubbo.api.po.User>)
2019-10-17 23:12:29.077 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/h5/deleteUser],methods=[DELETE]}" onto public com.tujia.response.ResponseResult com.tujia.com.aopandannotation.controller.h5.H5Controller.deleteUser(java.lang.String)
2019-10-17 23:12:29.078 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test/]}" onto public int com.tujia.com.aopandannotation.controller.test.TestController.getCount(int)
2019-10-17 23:12:29.078 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/test/importFile]}" onto public java.util.List<java.util.List<java.lang.String>> com.tujia.com.aopandannotation.controller.test.TestController.importFile(org.springframework.web.multipart.MultipartFile) throws java.io.IOException
2019-10-17 23:12:29.079 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET],produces=[application/json || application/hal+json]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)
2019-10-17 23:12:29.082 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
2019-10-17 23:12:29.083 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
2019-10-17 23:12:29.084 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
2019-10-17 23:12:29.087 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2019-10-17 23:12:29.087 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2019-10-17 23:12:29.776 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b410b60: startup date [Thu Oct 17 23:12:19 CST 2019]; root of context hierarchy
2019-10-17 23:12:30.134 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2019-10-17 23:12:30.134 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
